[10/08/24, 7:49:50 PM] Nidhi: You suck
[15/12/24, 10:20:29 AM] Nidhi: Cuz I'll see you aaj
[15/12/24, 10:20:34 AM] Nidhi: I mean kal
[15/12/24, 10:20:44 AM] Nidhi: But you're not here only
[15/12/24, 10:30:18 AM] Vihaan: When did u call
[15/12/24, 10:30:22 AM] Vihaan: This uu
[15/12/24, 10:31:01 AM] Vihaan: uh
[15/12/24, 10:36:36 AM] Nidhi: No da
[15/12/24, 10:36:38 AM] Nidhi: When I spoke to
[15/12/24, 10:36:40 AM] Nidhi: Ayati
[15/12/24, 10:36:40 AM] Nidhi: And
[15/12/24, 10:36:42 AM] Nidhi: Aastha
[15/12/24, 10:36:46 AM] Nidhi: On like
[15/12/24, 10:36:48 AM] Nidhi: Thursday
[22/12/24, 7:40:44 AM] Nidhi: Bro
[22/12/24, 7:40:48 AM] Nidhi: Are you at home aaj
[22/12/24, 10:20:00 AM] Vihaan: Indeed I am
[22/12/24, 2:02:59 PM] Vihaan: Come evening
[22/12/24, 2:03:05 PM] Vihaan: Even krrish nigga will come
[22/12/24, 2:25:50 PM] Nidhi: I'm going out in the evening 👎👎
[22/12/24, 6:56:59 PM] Vihaan: Ok bro
[22/12/24, 6:57:03 PM] Vihaan: Whose more important than me
[22/12/24, 6:57:06 PM] Vihaan: That u had to meet
[22/12/24, 8:34:19 PM] Nidhi: Shana
[22/12/24, 8:34:37 PM] Nidhi: I hadn't seen her in months
[22/12/24, 8:34:44 PM] Nidhi: Wait are you still down
[22/12/24, 9:13:07 PM] Nidhi: WHERE ARE YOU
[22/12/24, 9:45:51 PM] Vihaan: I was
[22/12/24, 9:45:53 PM] Vihaan: Just came
[22/12/24, 9:57:05 PM] Nidhi: BRUH
[22/12/24, 9:57:14 PM] Nidhi: Can't take your phone down uh😭
[23/12/24, 10:32:35 AM] Vihaan: When u here til
[24/12/24, 12:01:39 AM] Nidhi: I left today morning only
[24/12/24, 12:01:41 AM] Nidhi: I'll come on
[24/12/24, 12:01:48 AM] Nidhi: 29th for a bit
[24/12/24, 5:33:26 PM] Vihaan: Bruh
[24/12/24, 5:33:28 PM] Vihaan: Christmas
[24/12/24, 5:33:29 PM] Vihaan: Also
[24/12/24, 5:33:30 PM] Vihaan: No vuh
[24/12/24, 5:33:41 PM] Nidhi: I'm going to Kerala da
[24/12/24, 5:33:44 PM] Nidhi: WAIT
[24/12/24, 5:33:47 PM] Nidhi: ACTUALLY
[24/12/24, 5:33:51 PM] Nidhi: I'm coming home rn
[24/12/24, 5:33:55 PM] Nidhi: If I finish packing
[24/12/24, 5:33:57 PM] Nidhi: I'll come down
[24/12/24, 5:34:02 PM] Vihaan: Oh
[24/12/24, 5:34:03 PM] Vihaan: Oh
[24/12/24, 5:34:05 PM] Vihaan: COME
[24/12/24, 5:36:46 PM] Nidhi: When will you go down
[24/12/24, 5:36:58 PM] Vihaan: Depends
[24/12/24, 5:37:01 PM] Vihaan: When will u come
[24/12/24, 6:03:26 PM] Nidhi: I'm home
[24/12/24, 6:03:28 PM] Nidhi: But
[24/12/24, 6:03:41 PM] Nidhi: I can try to come at like 8:30
[24/12/24, 6:21:38 PM] Nidhi: Bro
[24/12/24, 6:21:39 PM] Nidhi: Bro bro
[24/12/24, 6:21:40 PM] Nidhi: Bro
[24/12/24, 6:21:41 PM] Nidhi: Bro
[24/12/24, 6:21:42 PM] Nidhi: Bro
[24/12/24, 6:21:43 PM] Nidhi: Bro
[24/12/24, 6:21:46 PM] Nidhi: Will you come now
[24/12/24, 6:21:48 PM] Nidhi: For a bit
[24/12/24, 6:21:51 PM] Nidhi: Till like 7
[24/12/24, 6:21:54 PM] Nidhi: Then dip
[26/12/24, 12:15:30 AM] Nidhi: Bro
[26/12/24, 12:15:36 AM] Nidhi: I think aasthas mad at me
[26/12/24, 12:15:39 AM] Nidhi: Cuz I called disha
[26/12/24, 9:17:08 AM] Vihaan: Yaavuh
[26/12/24, 9:17:10 AM] Vihaan: Why thi
[26/12/24, 9:17:13 AM] Vihaan: She didn't reply uh
[26/12/24, 9:17:33 AM] Vihaan: But like they don't have beef no
[28/12/24, 6:44:25 PM] Nidhi: Ok
[28/12/24, 6:44:27 PM] Nidhi: Bro listen
[28/12/24, 6:44:39 PM] Nidhi: Don't bring up the disha thing
[28/12/24, 6:44:45 PM] Nidhi: At all tmr thanks
[28/12/24, 6:54:02 PM] Vihaan: She ain't coming uh
[28/12/24, 6:54:03 PM] Vihaan: Okay
[28/12/24, 7:02:53 PM] Nidhi: Nah
[29/12/24, 6:30:59 PM] Nidhi: Bhai
[29/12/24, 6:31:03 PM] Nidhi: Are you ready
[29/12/24, 6:31:05 PM] Nidhi: Please come
[29/12/24, 6:31:07 PM] Nidhi: Ty
[29/12/24, 6:33:06 PM] Nidhi: Bro
[29/12/24, 6:33:12 PM] Nidhi: I have cake for you
[29/12/24, 6:44:18 PM] Vihaan: Bro
[29/12/24, 6:44:21 PM] Vihaan: I'm leaving in 5
[29/12/24, 6:44:26 PM] Nidhi: Bro
[29/12/24, 6:44:29 PM] Vihaan: Where eu
[29/12/24, 6:44:29 PM] Nidhi: I'll come
[29/12/24, 6:44:32 PM] Nidhi: Give you cake
[29/12/24, 6:44:36 PM] Vihaan: Ok
[29/12/24, 6:44:37 PM] Vihaan: Come
[29/12/24, 6:44:40 PM] Nidhi: W Arnab
[29/12/24, 6:44:44 PM] Nidhi: And we'll leave
[29/12/24, 6:44:47 PM] Nidhi: Together
[29/12/24, 6:45:01 PM] Vihaan: Ok
[29/12/24, 6:47:45 PM] Vihaan: Wait
[29/12/24, 6:47:45 PM] Vihaan: Vome
[29/12/24, 6:47:49 PM] Vihaan: On 5 mins mo
[29/12/24, 6:47:51 PM] Vihaan: Small
[29/12/24, 6:47:54 PM] Vihaan: Dump i needa take
[29/12/24, 6:48:06 PM] Nidhi: DAA
[29/12/24, 6:48:18 PM] Nidhi: I'm out of your house
[29/12/24, 6:48:19 PM] Nidhi: I'll give it to your mon
[29/12/24, 6:48:20 PM] Nidhi: Mom
[29/12/24, 6:48:24 PM] Nidhi: And then dip
[04/01/25, 3:58:35 PM] Nidhi: When you dipping back da
[04/01/25, 4:01:31 PM] Vihaan: Tomorroww
[04/01/25, 4:33:00 PM] Nidhi: Oh man
[04/01/25, 4:33:09 PM] Nidhi: Ughh
[04/01/25, 4:33:13 PM] Nidhi: Did you enjoy
[04/01/25, 4:33:22 PM] Nidhi: You're awara time
[04/01/25, 4:42:43 PM] Nidhi: Your
[04/01/25, 5:03:02 PM] Vihaan: I mean
[04/01/25, 5:03:05 PM] Vihaan: It's kinda boring
[04/01/25, 5:03:07 PM] Vihaan: Ntn to do
[04/01/25, 5:03:25 PM] Vihaan: But the time down aand party was fun lol
[06/01/25, 6:15:56 PM] Nidhi: GUESS
[06/01/25, 6:15:58 PM] Nidhi: Who i
[06/01/25, 6:15:59 PM] Nidhi: J saw
[06/01/25, 6:16:01 PM] Nidhi: Somehow
[06/01/25, 6:16:06 PM] Nidhi: I went out for friends hbd
[06/01/25, 6:16:09 PM] Nidhi: To get iccream
[06/01/25, 6:16:10 PM] Nidhi: And
‎[06/01/25, 6:31:14 PM] Vihaan: ‎audio omitted
‎[06/01/25, 6:31:17 PM] Vihaan: ‎audio omitted
[06/01/25, 6:33:29 PM] Nidhi: Nah nah
[06/01/25, 6:33:32 PM] Nidhi: Left long back
[13/01/25, 4:04:46 PM] Nidhi: BRO
[13/01/25, 4:04:54 PM] Nidhi: WERE YOU EVER INTO DISHA
[13/01/25, 5:49:51 PM] Vihaan: What
[13/01/25, 5:49:52 PM] Vihaan: Who
[13/01/25, 5:50:14 PM] Nidhi: You
[13/01/25, 5:50:18 PM] Nidhi: Before
[13/01/25, 5:50:24 PM] Nidhi: Have you ever been
[13/01/25, 5:50:35 PM] Nidhi: Into her
[13/01/25, 5:52:34 PM] Vihaan: Kannan uh
[13/01/25, 5:52:36 PM] Vihaan: Or who
[13/01/25, 5:52:51 PM] Nidhi: Yah da
[13/01/25, 5:52:58 PM] Vihaan: Yaa
[13/01/25, 5:53:02 PM] Vihaan: R u
[13/01/25, 5:53:03 PM] Vihaan: Slow
[13/01/25, 5:53:07 PM] Nidhi: When
[13/01/25, 5:53:08 PM] Vihaan: Bro
[13/01/25, 5:53:11 PM] Vihaan: I literally
[13/01/25, 5:53:12 PM] Nidhi: What the fuck
[13/01/25, 5:53:12 PM] Vihaan: Told u
[13/01/25, 5:53:15 PM] Vihaan: Lmfao
[13/01/25, 5:53:18 PM] Nidhi: uhhhh
[13/01/25, 5:53:21 PM] Nidhi: What when
[13/01/25, 5:53:24 PM] Vihaan: Bro
[13/01/25, 5:53:28 PM] Vihaan: Ur actually
[13/01/25, 5:53:48 PM] Nidhi: I'm sorry I actually dont
[13/01/25, 5:53:50 PM] Nidhi: Rmbr
[13/01/25, 5:53:54 PM] Vihaan: Ok lmao
[13/01/25, 5:54:03 PM] Nidhi: When tho
[20/01/25, 7:49:21 PM] Nidhi: Bhai
[20/01/25, 7:49:22 PM] Nidhi: What you
[20/01/25, 7:49:24 PM] Nidhi: Upto
[20/01/25, 7:49:26 PM] Nidhi: Bc
[20/01/25, 7:49:40 PM] Nidhi: You don't text anymore
‎[20/01/25, 7:58:16 PM] Vihaan: ‎audio omitted
‎[20/01/25, 7:58:23 PM] Vihaan: ‎audio omitted
‎[20/01/25, 7:58:30 PM] Vihaan: ‎audio omitted
[20/01/25, 8:51:06 PM] Nidhi: Correct
[20/01/25, 8:51:11 PM] Nidhi: Actually like
[20/01/25, 8:51:12 PM] Nidhi: Rn
[20/01/25, 8:51:14 PM] Nidhi: Just came
[20/01/25, 8:51:17 PM] Nidhi: V naturally
[20/01/25, 8:51:25 PM] Nidhi: Cuz you're not me😔👎👎
‎[20/01/25, 8:52:06 PM] Vihaan: ‎audio omitted
[20/01/25, 8:52:41 PM] Nidhi: After
[20/01/25, 8:52:43 PM] Nidhi: Internals
[20/01/25, 8:52:45 PM] Nidhi: I'll call
[20/01/25, 8:52:48 PM] Nidhi: I'm so cooked
[20/01/25, 8:52:52 PM] Nidhi: Been getting cooked for
[20/01/25, 8:52:55 PM] Nidhi: Like q week now
[20/01/25, 8:52:57 PM] Nidhi: I want it to end
‎[20/01/25, 9:26:27 PM] Vihaan: ‎audio omitted
[24/01/25, 10:35:45 AM] Nidhi: MY EXAMS
[24/01/25, 10:35:47 AM] Nidhi: are done
[24/01/25, 10:35:51 AM] Nidhi: Call when you're free
[24/01/25, 3:28:37 PM] Vihaan: Yeeee t
[24/01/25, 3:28:46 PM] Vihaan: Like never bruh
[24/01/25, 3:28:59 PM] Vihaan: But I'll try
[24/01/25, 7:18:24 PM] Nidhi: Now
[24/01/25, 7:18:27 PM] Nidhi: When you free
[24/01/25, 9:47:27 PM] Vihaan: Tomorrroww
[25/01/25, 6:57:23 PM] Nidhi: When
[25/01/25, 7:12:43 PM] Vihaan: Oh
[25/01/25, 7:12:45 PM] Vihaan: I'll call
[25/01/25, 7:12:46 PM] Vihaan: Today
[25/01/25, 7:12:48 PM] Vihaan: In a bit
[16/02/25, 8:29:56 PM] Nidhi: Bhai
[16/02/25, 8:30:00 PM] Nidhi: Wanna call aaj uh
[16/02/25, 8:32:24 PM] Vihaan: Night time
[16/02/25, 8:32:30 PM] Vihaan: Around 10 30
[16/02/25, 8:32:37 PM] Nidhi: That late uh
[16/02/25, 8:32:41 PM] Nidhi: Ok if I'm up
[16/02/25, 8:32:43 PM] Nidhi: Call off
[16/02/25, 8:32:46 PM] Nidhi: I spoke to arnav
[16/02/25, 8:32:48 PM] Vihaan: Yea till then
[16/02/25, 8:32:48 PM] Nidhi: For like
[16/02/25, 8:32:49 PM] Vihaan: Paadhai
[16/02/25, 8:32:52 PM] Nidhi: And he and a half
[16/02/25, 8:32:56 PM] Vihaan: Woah
[16/02/25, 8:32:56 PM] Nidhi: And i kid you bot
[16/02/25, 8:32:58 PM] Vihaan: Sm uh
[16/02/25, 8:33:00 PM] Nidhi: You spoke abt that girl
[16/02/25, 8:33:01 PM] Vihaan: Any
[16/02/25, 8:33:01 PM] Nidhi: For
[16/02/25, 8:33:03 PM] Nidhi: Like
[16/02/25, 8:33:06 PM] Nidhi: 1 hr
[16/02/25, 8:33:11 PM] Nidhi: He*
[16/02/25, 8:33:14 PM] Vihaan: Bro
[16/02/25, 8:33:16 PM] Vihaan: That's all
[16/02/25, 8:33:19 PM] Vihaan: Our convos are
[16/02/25, 8:33:20 PM] Vihaan: Atp
[16/02/25, 8:33:28 PM] Vihaan: Lmaao
[16/02/25, 8:33:29 PM] Nidhi: He's obsessed w her
[16/02/25, 8:33:35 PM] Vihaan: And then bro says
[16/02/25, 8:33:40 PM] Nidhi: But no we spoke abt other stuff. Also
[16/02/25, 8:33:45 PM] Nidhi: Just mostly that
[16/02/25, 8:33:45 PM] Vihaan: He don't like her
[16/02/25, 8:33:50 PM] Nidhi: That he's not into her
[16/02/25, 8:33:51 PM] Nidhi: Yeah
[16/02/25, 8:33:53 PM] Nidhi: Skill issue
[16/02/25, 8:33:56 PM] Vihaan: Ong vruj
[16/02/25, 8:34:01 PM] Vihaan: Lil
[16/02/25, 8:34:02 PM] Nidhi: Bro trust
[16/02/25, 8:34:03 PM] Nidhi: Qtp
[16/02/25, 8:34:04 PM] Nidhi: Atp
[16/02/25, 8:34:06 PM] Vihaan: Screwed in the head he is da
[16/02/25, 8:34:08 PM] Vihaan: Like
[16/02/25, 8:34:10 PM] Vihaan: I'm p sure
[16/02/25, 8:34:10 PM] Nidhi: I'll actually end up marrying yoy
[16/02/25, 8:34:12 PM] Vihaan: The chick
[16/02/25, 8:34:19 PM] Vihaan: Also likes him
[16/02/25, 8:34:23 PM] Vihaan: Just they're both pussies
[16/02/25, 8:34:24 PM] Nidhi: Yeah for sure
[16/02/25, 8:34:30 PM] Vihaan: Oh same I'm taking that for granted now
[16/02/25, 8:34:40 PM] Vihaan: Ay but no Gucci Gucci is lame da icl
[16/02/25, 8:34:44 PM] Vihaan: Mad disappointed
[16/02/25, 8:34:47 PM] Vihaan: Fr
[16/02/25, 8:34:53 PM] Nidhi: Better than dying alone da
[16/02/25, 8:35:01 PM] Nidhi: It's fine I'll let you
[16/02/25, 8:35:08 PM] Nidhi: Do guccie gucci
[16/02/25, 8:35:09 PM] Nidhi: W
[16/02/25, 8:35:12 PM] Vihaan: Renee?
[16/02/25, 8:35:14 PM] Nidhi: Anyone
[16/02/25, 8:35:15 PM] Nidhi: Else
[16/02/25, 8:35:19 PM] Nidhi: I'll pay
[16/02/25, 8:35:22 PM] Nidhi: Sure
[16/02/25, 8:35:24 PM] Vihaan: Lodu
[16/02/25, 8:35:25 PM] Nidhi: If shes ok w it
[16/02/25, 8:35:33 PM] Vihaan: Yea ofc she will be da
[16/02/25, 8:35:39 PM] Vihaan: She in lou
[16/02/25, 8:35:41 PM] Vihaan: W me
[16/02/25, 8:35:48 PM] Vihaan: Delulu is the only solulu
[16/02/25, 8:36:35 PM] Nidhi: Correct
[16/02/25, 8:36:42 PM] Nidhi: Finally seeing that iit brain
[16/02/25, 8:36:52 PM] Vihaan: Bro I'm so bored w physics
[16/02/25, 8:36:54 PM] Vihaan: I cant
[16/02/25, 8:36:56 PM] Nidhi: Ok go study
[16/02/25, 8:37:02 PM] Nidhi: But that's your
[16/02/25, 8:37:06 PM] Nidhi: Whole life now
[16/02/25, 10:45:34 PM] Nidhi: Call
[16/02/25, 10:45:35 PM] Nidhi: Back
[17/02/25, 12:30:36 AM] Nidhi: I feel like we didn't yap enough
[17/02/25, 12:30:39 AM] Nidhi: I wanted to yap more
[17/02/25, 12:30:47 AM] Nidhi: I need to give lil life updates
[17/02/25, 12:30:53 AM] Nidhi: I'll text tmr idt I can call
[17/02/25, 1:58:06 PM] Vihaan: Why da
[17/02/25, 1:58:08 PM] Vihaan: Exams uh
[17/02/25, 1:58:10 PM] Vihaan: Ong
[22/02/25, 2:55:46 PM] Nidhi: Hi
[22/02/25, 2:55:50 PM] Nidhi: Ok so updates
[22/02/25, 2:56:00 PM] Nidhi: Internals happened
[22/02/25, 2:56:03 PM] Nidhi: I did well enough
[22/02/25, 2:56:08 PM] Nidhi: I actually did p well
[22/02/25, 2:56:12 PM] Nidhi: Made me mad cocky
[22/02/25, 2:56:17 PM] Nidhi: And since then I've just been doing
[22/02/25, 2:56:19 PM] Nidhi: Bakchodi
[22/02/25, 2:56:24 PM] Nidhi: Had one alcoholic week
[22/02/25, 2:56:29 PM] Nidhi: We went clubbing also
[22/02/25, 2:56:31 PM] Nidhi: Too fun
[22/02/25, 2:56:41 PM] Nidhi: Then I stopped
[22/02/25, 2:56:45 PM] Nidhi: Then we had bb arc
[22/02/25, 2:56:58 PM] Nidhi: I joined the university team cuz mbbs doesn't have one
[22/02/25, 2:57:02 PM] Nidhi: Just went for my first tiurney
[22/02/25, 2:57:10 PM] Nidhi: Tourney*
[22/02/25, 2:57:14 PM] Nidhi: Like day b4
[22/02/25, 2:57:29 PM] Nidhi: They whooped our ass
[22/02/25, 2:57:34 PM] Nidhi: But I scored the most🔥🔥
[22/02/25, 2:57:41 PM] Nidhi: They offered me captaincy also bro
[22/02/25, 2:57:42 PM] Nidhi: Damn funny
[22/02/25, 2:57:52 PM] Nidhi: Now i have some event today
[22/02/25, 2:57:55 PM] Nidhi: For which I have to dance for
[22/02/25, 2:57:58 PM] Nidhi: Yes
[22/02/25, 2:58:01 PM] Nidhi: Still no man
[22/02/25, 2:58:12 PM] Nidhi: And academics lowkey going to shig
[22/02/25, 2:58:20 PM] Nidhi: Head and neck anat sucks makes me wanna kms
[22/02/25, 2:58:25 PM] Nidhi: Omg I went for ed sheeran also
[22/02/25, 2:58:29 PM] Nidhi: Sexiest time da
[22/02/25, 2:58:35 PM] Nidhi: He's so talented i cant
[22/02/25, 2:58:38 PM] Nidhi: Yes that's it
[22/02/25, 2:58:40 PM] Nidhi: Goodbye
[24/02/25, 12:21:47 PM] Vihaan: Wtf
[24/02/25, 12:21:54 PM] Vihaan: U don't play that well no 🗿🗿🗿
[24/02/25, 12:22:04 PM] Vihaan: VRO yea
[24/02/25, 12:22:06 PM] Vihaan: I heard
[24/02/25, 12:22:08 PM] Vihaan: He did in blore
[24/02/25, 12:22:17 PM] Vihaan: He apparently just started singing in the middle of a street
[24/02/25, 12:22:23 PM] Vihaan: Then got checked out
[24/02/25, 12:22:43 PM] Vihaan: US
[24/02/25, 12:22:44 PM] Vihaan: De
[24/02/25, 12:22:45 PM] Vihaan: Dw
[24/02/25, 12:22:54 PM] Vihaan: AYY
[24/02/25, 12:22:55 PM] Vihaan: Yo
[24/02/25, 12:23:13 PM] Vihaan: Nidhi --> Anoushka
[24/02/25, 12:23:26 PM] Vihaan: Yea u told thattt
[24/02/25, 12:23:28 PM] Vihaan: Ggs vro
[24/02/25, 12:23:40 PM] Vihaan: That's what we live for innit
[24/02/25, 12:23:41 PM] Vihaan: Padhai
[24/02/25, 12:23:42 PM] Vihaan: Is just
[24/02/25, 12:23:44 PM] Vihaan: Sidejob
[24/02/25, 12:23:48 PM] Vihaan: Bro we have
[24/02/25, 12:23:52 PM] Vihaan: Department trip coming
[24/02/25, 12:23:56 PM] Vihaan: I'm kinda excited for it
[24/02/25, 12:24:37 PM] Vihaan: Proud tho bro
[24/02/25, 12:24:44 PM] Vihaan: Have u become
[24/02/25, 12:24:47 PM] Vihaan: Like Arnav level
[09/03/25, 1:31:35 PM] Nidhi: BHAI
[09/03/25, 1:31:40 PM] Nidhi: YOURE COMING BACK UH
[09/03/25, 1:31:44 PM] Nidhi: Can't tell uh
[09/03/25, 1:31:47 PM] Nidhi: For how long
[09/03/25, 1:31:48 PM] Nidhi: And when
‎[09/03/25, 2:16:49 PM] Vihaan: ‎audio omitted
[09/03/25, 2:18:03 PM] Nidhi: Saturday evening uh
[09/03/25, 2:18:09 PM] Nidhi: Are you leaving on sunday
[09/03/25, 2:18:11 PM] Nidhi: Or Saturday
[09/03/25, 2:18:22 PM] Nidhi: Ok I'll try to meet you on Saturday
[09/03/25, 2:18:30 PM] Nidhi: But I may not get to see you👎👎
[10/03/25, 8:22:52 AM] Vihaan: Sunday eve
[10/03/25, 8:22:55 AM] Vihaan: Leaving
[10/03/25, 8:22:57 AM] Vihaan: Sat eve
[10/03/25, 8:22:59 AM] Vihaan: I'll come down
[10/03/25, 8:23:01 AM] Vihaan: Whyyy
[10/03/25, 8:23:03 AM] Vihaan: Come Friday sat
[10/03/25, 5:13:08 PM] Nidhi: Bhai
[10/03/25, 5:13:11 PM] Nidhi: I have clg
[10/03/25, 5:13:15 PM] Nidhi: Sat I'll try
[10/03/25, 6:38:05 PM] Vihaan: Fridayevening nigga
[10/03/25, 6:38:09 PM] Vihaan: After class pull up
[10/03/25, 6:38:25 PM] Nidhi: Bc
[10/03/25, 6:38:34 PM] Nidhi: I have class on sat
[10/03/25, 6:38:44 PM] Vihaan: OH
[10/03/25, 6:38:45 PM] Vihaan: F
[10/03/25, 6:38:47 PM] Vihaan: Yaavuh
[10/03/25, 6:38:48 PM] Vihaan: Che
[10/03/25, 6:38:50 PM] Nidhi: I come back sat afternoon
[10/03/25, 6:38:59 PM] Vihaan: Okok after class come firect
[10/03/25, 6:39:02 PM] Vihaan: Bro aastha also
[10/03/25, 6:39:05 PM] Vihaan: Dipping
[10/03/25, 6:41:59 PM] Nidhi: WHERE
[10/03/25, 9:43:46 PM] Vihaan: Some trip
[10/03/25, 9:43:48 PM] Vihaan: Idk where
[10/03/25, 11:15:56 PM] Nidhi: When is she going
[11/03/25, 1:40:17 PM] Vihaan: 12th
[11/03/25, 1:40:21 PM] Vihaan: We might see each other
[11/03/25, 1:40:26 PM] Vihaan: Ok the way back
[11/03/25, 1:40:36 PM] Vihaan: Wait no
[11/03/25, 1:40:38 PM] Vihaan: Om sumday
[11/03/25, 1:40:42 PM] Vihaan: She'll be coming spandhana
[11/03/25, 1:40:46 PM] Vihaan: I'll be going airport
[15/03/25, 10:37:08 AM] Vihaan: When
[15/03/25, 10:37:10 AM] Vihaan: U coming
[15/03/25, 10:38:58 AM] Nidhi: yuhhh
[15/03/25, 10:39:00 AM] Nidhi: XOME DOWN
[15/03/25, 10:39:02 AM] Nidhi: Evening
[15/03/25, 10:39:04 AM] Nidhi: Please
[15/03/25, 10:39:07 AM] Nidhi: CANT WAIT
[15/03/25, 10:39:08 AM] Nidhi: Like
[15/03/25, 10:39:09 AM] Nidhi: 6
[15/03/25, 4:19:31 PM] Vihaan: Okokok
[15/03/25, 6:04:47 PM] Nidhi: When you wanna go
[15/03/25, 6:14:54 PM] Vihaan: Ay
[15/03/25, 6:14:56 PM] Vihaan: Come like
[15/03/25, 6:14:58 PM] Vihaan: 30
[15/03/25, 6:16:19 PM] Nidhi: In 30 mins
[15/03/25, 6:16:20 PM] Nidhi: Or at
[15/03/25, 6:16:24 PM] Nidhi: 6:30
[15/03/25, 6:16:29 PM] Vihaan: No like at 30
[15/03/25, 6:16:31 PM] Vihaan: But
[15/03/25, 6:16:35 PM] Vihaan: Come at 40 instead
[15/03/25, 6:16:40 PM] Vihaan: I j woke up 🗿🗿
[15/03/25, 6:38:48 PM] Nidhi: Tell me when you're down
[15/03/25, 6:39:33 PM] Vihaan: I'm leaving
[15/03/25, 6:39:35 PM] Vihaan: Come off
[15/03/25, 6:41:40 PM] Vihaan: Text when ur leaving
[15/03/25, 6:41:43 PM] Vihaan: 😭
[15/03/25, 6:43:11 PM] Nidhi: Now
[15/03/25, 6:43:12 PM] Nidhi: I'm down
‎[01/04/25, 1:36:40 PM] Vihaan: ‎image omitted
‎[01/04/25, 1:36:40 PM] Vihaan: ‎image omitted
‎[01/04/25, 1:36:40 PM] Vihaan: ‎image omitted
[01/04/25, 5:15:42 PM] Nidhi: Aww
[01/04/25, 5:15:45 PM] Nidhi: That's kinda cute
[01/04/25, 5:15:47 PM] Nidhi: But nah
[01/04/25, 5:15:50 PM] Nidhi: It's not ethical
[01/04/25, 5:20:07 PM] Vihaan: Bro
[01/04/25, 5:20:09 PM] Vihaan: Who cared
[01/04/25, 5:20:17 PM] Vihaan: Not like we're making money
[01/04/25, 5:20:21 PM] Vihaan: It's so cute bruh
[01/04/25, 5:23:24 PM] Nidhi: So
[01/04/25, 5:23:27 PM] Nidhi: Yeah it is
[01/04/25, 5:23:31 PM] Nidhi: How health
[01/04/25, 5:23:32 PM] Vihaan: So it's fine
[01/04/25, 5:23:37 PM] Nidhi: Are you still in hospital
‎[01/04/25, 5:23:43 PM] Vihaan: ‎image omitted
[01/04/25, 5:23:53 PM] Nidhi: Bruh
[01/04/25, 5:23:54 PM] Nidhi: No way
[01/04/25, 5:23:58 PM] Nidhi: You're still there uh
[01/04/25, 5:24:00 PM] Nidhi: Bhai sab
[01/04/25, 5:24:02 PM] Vihaan: Bro
[01/04/25, 5:24:03 PM] Vihaan: Today
[01/04/25, 5:24:06 PM] Vihaan: They pulled up
[01/04/25, 5:24:11 PM] Nidhi: Take care da🙏🙏🙏
[01/04/25, 5:24:14 PM] Nidhi: Don't die
[01/04/25, 5:24:14 PM] Vihaan: With stay here 2 more days for more antibiotics
[01/04/25, 5:24:16 PM] Nidhi: I actually
[01/04/25, 5:24:18 PM] Nidhi: Like you
[01/04/25, 5:24:22 PM] Vihaan: Bro I'm fine
[01/04/25, 5:24:28 PM] Vihaan: Awww
[01/04/25, 5:24:29 PM] Vihaan: Ik
[01/04/25, 5:24:38 PM] Nidhi: Why
[01/04/25, 5:24:44 PM] Nidhi: How long is your course
[01/04/25, 5:24:45 PM] Vihaan: That's why marriage bro 👉👈
[01/04/25, 5:24:50 PM] Nidhi: Antibiotic ka course
[01/04/25, 5:24:54 PM] Nidhi: Later
[01/04/25, 5:24:56 PM] Vihaan: Bro first 8 days over alr
[01/04/25, 5:24:59 PM] Vihaan: Now 2 more
[01/04/25, 5:25:01 PM] Vihaan: Yes
[01/04/25, 5:25:02 PM] Nidhi: Last resort
[01/04/25, 5:25:12 PM] Vihaan: Looking only resort tbh
[01/04/25, 5:25:19 PM] Vihaan: How's ur
[01/04/25, 5:25:22 PM] Vihaan: Creepy guy
[01/04/25, 5:41:48 PM] Nidhi: Damn
[01/04/25, 5:41:55 PM] Nidhi: Is your mom there
[01/04/25, 5:42:01 PM] Nidhi: It would've been lil scary
[01/04/25, 5:42:04 PM] Nidhi: In the beginning
[01/04/25, 5:42:06 PM] Nidhi: Oh
[01/04/25, 5:42:14 PM] Nidhi: He's j there
[01/04/25, 5:42:22 PM] Nidhi: He said he doesn't wanna ignore anymore
[01/04/25, 5:42:24 PM] Nidhi: I said ok
[01/04/25, 5:42:42 PM] Nidhi: But I'm into
[01/04/25, 5:42:45 PM] Nidhi: This other boy now
[01/04/25, 5:42:47 PM] Nidhi: Yucky boy
[01/04/25, 5:42:52 PM] Nidhi: Actually in into multiple people
[01/04/25, 5:42:54 PM] Nidhi: Cuz im
[01/04/25, 5:42:55 PM] Nidhi: Bored
[01/04/25, 5:42:58 PM] Vihaan: Yes
[01/04/25, 5:43:18 PM] Vihaan: Yea like that one night was scary
[01/04/25, 5:43:33 PM] Vihaan: Ur into a yucky boy uh
[01/04/25, 5:43:34 PM] Vihaan: Why
[01/04/25, 5:43:39 PM] Vihaan: Hmmm
[01/04/25, 5:43:46 PM] Vihaan: I wanna be into multiple ppl
[01/04/25, 5:43:51 PM] Vihaan: Actually I aami
[01/04/25, 5:43:54 PM] Vihaan: Am
[01/04/25, 11:46:03 PM] Nidhi: Yeah I'd shit myself
[01/04/25, 11:46:07 PM] Nidhi: Bro he's just
[01/04/25, 11:46:13 PM] Nidhi: Not the best person
[01/04/25, 11:46:17 PM] Nidhi: Dk why I like him
